date,day,day_name,month,month_name,quarter,year,is_weekend,is_trading_day,financial_year,week_of_year
2025-03-06,6,Thursday,3,March,1,2025,0,1,FY24-25,10
2025-03-07,7,Friday,3,March,1,2025,0,1,FY24-25,10
2025-03-08,8,Saturday,3,March,1,2025,1,0,FY24-25,10
2025-03-09,9,Sunday,3,March,1,2025,1,0,FY24-25,10
2025-03-10,10,Monday,3,March,1,2025,0,1,FY24-25,11
2025-03-11,11,Tuesday,3,March,1,2025,0,1,FY24-25,11
2025-03-12,12,Wednesday,3,March,1,2025,0,1,FY24-25,11
2025-03-13,13,Thursday,3,March,1,2025,0,1,FY24-25,11
2025-03-14,14,Friday,3,March,1,2025,0,1,FY24-25,11
2025-03-15,15,Saturday,3,March,1,2025,1,0,FY24-25,11
2025-03-16,16,Sunday,3,March,1,2025,1,0,FY24-25,11
2025-03-17,17,Monday,3,March,1,2025,0,1,FY24-25,12
2025-03-18,18,Tuesday,3,March,1,2025,0,1,FY24-25,12
2025-03-19,19,Wednesday,3,March,1,2025,0,1,FY24-25,12
2025-03-20,20,Thursday,3,March,1,2025,0,1,FY24-25,12
2025-03-21,21,Friday,3,March,1,2025,0,1,FY24-25,12
2025-03-22,22,Saturday,3,March,1,2025,1,0,FY24-25,12
2025-03-23,23,Sunday,3,March,1,2025,1,0,FY24-25,12
2025-03-24,24,Monday,3,March,1,2025,0,1,FY24-25,13
2025-03-25,25,Tuesday,3,March,1,2025,0,1,FY24-25,13
2025-03-26,26,Wednesday,3,March,1,2025,0,1,FY24-25,13
2025-03-27,27,Thursday,3,March,1,2025,0,1,FY24-25,13
2025-03-28,28,Friday,3,March,1,2025,0,1,FY24-25,13
2025-03-29,29,Saturday,3,March,1,2025,1,0,FY24-25,13
2025-03-30,30,Sunday,3,March,1,2025,1,0,FY24-25,13
2025-03-31,31,Monday,3,March,1,2025,0,1,FY24-25,14
2025-04-01,1,Tuesday,4,April,2,2025,0,1,FY25-26,14
2025-04-02,2,Wednesday,4,April,2,2025,0,1,FY25-26,14
2025-04-03,3,Thursday,4,April,2,2025,0,1,FY25-26,14
2025-04-04,4,Friday,4,April,2,2025,0,1,FY25-26,14
2025-04-05,5,Saturday,4,April,2,2025,1,0,FY25-26,14
2025-04-06,6,Sunday,4,April,2,2025,1,0,FY25-26,14
2025-04-07,7,Monday,4,April,2,2025,0,1,FY25-26,15
2025-04-08,8,Tuesday,4,April,2,2025,0,1,FY25-26,15
2025-04-09,9,Wednesday,4,April,2,2025,0,1,FY25-26,15
2025-04-10,10,Thursday,4,April,2,2025,0,1,FY25-26,15
2025-04-11,11,Friday,4,April,2,2025,0,1,FY25-26,15
2025-04-12,12,Saturday,4,April,2,2025,1,0,FY25-26,15
2025-04-13,13,Sunday,4,April,2,2025,1,0,FY25-26,15
2025-04-14,14,Monday,4,April,2,2025,0,1,FY25-26,16
2025-04-15,15,Tuesday,4,April,2,2025,0,1,FY25-26,16
2025-04-16,16,Wednesday,4,April,2,2025,0,1,FY25-26,16
2025-04-17,17,Thursday,4,April,2,2025,0,1,FY25-26,16
2025-04-18,18,Friday,4,April,2,2025,0,1,FY25-26,16
2025-04-19,19,Saturday,4,April,2,2025,1,0,FY25-26,16
2025-04-20,20,Sunday,4,April,2,2025,1,0,FY25-26,16
2025-04-21,21,Monday,4,April,2,2025,0,1,FY25-26,17
2025-04-22,22,Tuesday,4,April,2,2025,0,1,FY25-26,17
2025-04-23,23,Wednesday,4,April,2,2025,0,1,FY25-26,17
2025-04-24,24,Thursday,4,April,2,2025,0,1,FY25-26,17
2025-04-25,25,Friday,4,April,2,2025,0,1,FY25-26,17
2025-04-26,26,Saturday,4,April,2,2025,1,0,FY25-26,17
2025-04-27,27,Sunday,4,April,2,2025,1,0,FY25-26,17
2025-04-28,28,Monday,4,April,2,2025,0,1,FY25-26,18
2025-04-29,29,Tuesday,4,April,2,2025,0,1,FY25-26,18
2025-04-30,30,Wednesday,4,April,2,2025,0,1,FY25-26,18
2025-05-01,1,Thursday,5,May,2,2025,0,1,FY25-26,18
2025-05-02,2,Friday,5,May,2,2025,0,1,FY25-26,18
2025-05-03,3,Saturday,5,May,2,2025,1,0,FY25-26,18
2025-05-04,4,Sunday,5,May,2,2025,1,0,FY25-26,18
2025-05-05,5,Monday,5,May,2,2025,0,1,FY25-26,19
2025-05-06,6,Tuesday,5,May,2,2025,0,1,FY25-26,19
2025-05-07,7,Wednesday,5,May,2,2025,0,1,FY25-26,19
2025-05-08,8,Thursday,5,May,2,2025,0,1,FY25-26,19
2025-05-09,9,Friday,5,May,2,2025,0,1,FY25-26,19
2025-05-10,10,Saturday,5,May,2,2025,1,0,FY25-26,19
2025-05-11,11,Sunday,5,May,2,2025,1,0,FY25-26,19
2025-05-12,12,Monday,5,May,2,2025,0,1,FY25-26,20
2025-05-13,13,Tuesday,5,May,2,2025,0,1,FY25-26,20
2025-05-14,14,Wednesday,5,May,2,2025,0,1,FY25-26,20
2025-05-15,15,Thursday,5,May,2,2025,0,1,FY25-26,20
2025-05-16,16,Friday,5,May,2,2025,0,1,FY25-26,20
2025-05-17,17,Saturday,5,May,2,2025,1,0,FY25-26,20
2025-05-18,18,Sunday,5,May,2,2025,1,0,FY25-26,20
2025-05-19,19,Monday,5,May,2,2025,0,1,FY25-26,21
2025-05-20,20,Tuesday,5,May,2,2025,0,1,FY25-26,21
2025-05-21,21,Wednesday,5,May,2,2025,0,1,FY25-26,21
2025-05-22,22,Thursday,5,May,2,2025,0,1,FY25-26,21
2025-05-23,23,Friday,5,May,2,2025,0,1,FY25-26,21
2025-05-24,24,Saturday,5,May,2,2025,1,0,FY25-26,21
2025-05-25,25,Sunday,5,May,2,2025,1,0,FY25-26,21
2025-05-26,26,Monday,5,May,2,2025,0,1,FY25-26,22
2025-05-27,27,Tuesday,5,May,2,2025,0,1,FY25-26,22
2025-05-28,28,Wednesday,5,May,2,2025,0,1,FY25-26,22
2025-05-29,29,Thursday,5,May,2,2025,0,1,FY25-26,22
2025-05-30,30,Friday,5,May,2,2025,0,1,FY25-26,22
2025-05-31,31,Saturday,5,May,2,2025,1,0,FY25-26,22
2025-06-01,1,Sunday,6,June,2,2025,1,0,FY25-26,22
2025-06-02,2,Monday,6,June,2,2025,0,1,FY25-26,23
2025-06-03,3,Tuesday,6,June,2,2025,0,1,FY25-26,23
2025-06-04,4,Wednesday,6,June,2,2025,0,1,FY25-26,23
2025-06-05,5,Thursday,6,June,2,2025,0,1,FY25-26,23
2025-06-06,6,Friday,6,June,2,2025,0,1,FY25-26,23
2025-06-07,7,Saturday,6,June,2,2025,1,0,FY25-26,23
2025-06-08,8,Sunday,6,June,2,2025,1,0,FY25-26,23
2025-06-09,9,Monday,6,June,2,2025,0,1,FY25-26,24
2025-06-10,10,Tuesday,6,June,2,2025,0,1,FY25-26,24
2025-06-11,11,Wednesday,6,June,2,2025,0,1,FY25-26,24
2025-06-12,12,Thursday,6,June,2,2025,0,1,FY25-26,24
2025-06-13,13,Friday,6,June,2,2025,0,1,FY25-26,24
2025-06-14,14,Saturday,6,June,2,2025,1,0,FY25-26,24
2025-06-15,15,Sunday,6,June,2,2025,1,0,FY25-26,24
2025-06-16,16,Monday,6,June,2,2025,0,1,FY25-26,25
2025-06-17,17,Tuesday,6,June,2,2025,0,1,FY25-26,25
2025-06-18,18,Wednesday,6,June,2,2025,0,1,FY25-26,25
2025-06-19,19,Thursday,6,June,2,2025,0,1,FY25-26,25
2025-06-20,20,Friday,6,June,2,2025,0,1,FY25-26,25
2025-06-21,21,Saturday,6,June,2,2025,1,0,FY25-26,25
2025-06-22,22,Sunday,6,June,2,2025,1,0,FY25-26,25
2025-06-23,23,Monday,6,June,2,2025,0,1,FY25-26,26
2025-06-24,24,Tuesday,6,June,2,2025,0,1,FY25-26,26
2025-06-25,25,Wednesday,6,June,2,2025,0,1,FY25-26,26
2025-06-26,26,Thursday,6,June,2,2025,0,1,FY25-26,26
2025-06-27,27,Friday,6,June,2,2025,0,1,FY25-26,26
2025-06-28,28,Saturday,6,June,2,2025,1,0,FY25-26,26
2025-06-29,29,Sunday,6,June,2,2025,1,0,FY25-26,26
2025-06-30,30,Monday,6,June,2,2025,0,1,FY25-26,27
2025-07-01,1,Tuesday,7,July,3,2025,0,1,FY25-26,27
2025-07-02,2,Wednesday,7,July,3,2025,0,1,FY25-26,27
2025-07-03,3,Thursday,7,July,3,2025,0,1,FY25-26,27
2025-07-04,4,Friday,7,July,3,2025,0,1,FY25-26,27
2025-07-05,5,Saturday,7,July,3,2025,1,0,FY25-26,27
2025-07-06,6,Sunday,7,July,3,2025,1,0,FY25-26,27
2025-07-07,7,Monday,7,July,3,2025,0,1,FY25-26,28
2025-07-08,8,Tuesday,7,July,3,2025,0,1,FY25-26,28
2025-07-09,9,Wednesday,7,July,3,2025,0,1,FY25-26,28
2025-07-10,10,Thursday,7,July,3,2025,0,1,FY25-26,28
2025-07-11,11,Friday,7,July,3,2025,0,1,FY25-26,28
2025-07-12,12,Saturday,7,July,3,2025,1,0,FY25-26,28
2025-07-13,13,Sunday,7,July,3,2025,1,0,FY25-26,28
2025-07-14,14,Monday,7,July,3,2025,0,1,FY25-26,29
2025-07-15,15,Tuesday,7,July,3,2025,0,1,FY25-26,29
2025-07-16,16,Wednesday,7,July,3,2025,0,1,FY25-26,29
2025-07-17,17,Thursday,7,July,3,2025,0,1,FY25-26,29
2025-07-18,18,Friday,7,July,3,2025,0,1,FY25-26,29
2025-07-19,19,Saturday,7,July,3,2025,1,0,FY25-26,29
2025-07-20,20,Sunday,7,July,3,2025,1,0,FY25-26,29
2025-07-21,21,Monday,7,July,3,2025,0,1,FY25-26,30
2025-07-22,22,Tuesday,7,July,3,2025,0,1,FY25-26,30
2025-07-23,23,Wednesday,7,July,3,2025,0,1,FY25-26,30
2025-07-24,24,Thursday,7,July,3,2025,0,1,FY25-26,30
2025-07-25,25,Friday,7,July,3,2025,0,1,FY25-26,30
2025-07-26,26,Saturday,7,July,3,2025,1,0,FY25-26,30
2025-07-27,27,Sunday,7,July,3,2025,1,0,FY25-26,30
2025-07-28,28,Monday,7,July,3,2025,0,1,FY25-26,31
2025-07-29,29,Tuesday,7,July,3,2025,0,1,FY25-26,31
2025-07-30,30,Wednesday,7,July,3,2025,0,1,FY25-26,31
2025-07-31,31,Thursday,7,July,3,2025,0,1,FY25-26,31
2025-08-01,1,Friday,8,August,3,2025,0,1,FY25-26,31
2025-08-02,2,Saturday,8,August,3,2025,1,0,FY25-26,31
2025-08-03,3,Sunday,8,August,3,2025,1,0,FY25-26,31
2025-08-04,4,Monday,8,August,3,2025,0,1,FY25-26,32
2025-08-05,5,Tuesday,8,August,3,2025,0,1,FY25-26,32
2025-08-06,6,Wednesday,8,August,3,2025,0,1,FY25-26,32
2025-08-07,7,Thursday,8,August,3,2025,0,1,FY25-26,32
2025-08-08,8,Friday,8,August,3,2025,0,1,FY25-26,32
2025-08-09,9,Saturday,8,August,3,2025,1,0,FY25-26,32
2025-08-10,10,Sunday,8,August,3,2025,1,0,FY25-26,32
2025-08-11,11,Monday,8,August,3,2025,0,1,FY25-26,33
2025-08-12,12,Tuesday,8,August,3,2025,0,1,FY25-26,33
2025-08-13,13,Wednesday,8,August,3,2025,0,1,FY25-26,33
2025-08-14,14,Thursday,8,August,3,2025,0,1,FY25-26,33
2025-08-15,15,Friday,8,August,3,2025,0,1,FY25-26,33
2025-08-16,16,Saturday,8,August,3,2025,1,0,FY25-26,33
2025-08-17,17,Sunday,8,August,3,2025,1,0,FY25-26,33
2025-08-18,18,Monday,8,August,3,2025,0,1,FY25-26,34
2025-08-19,19,Tuesday,8,August,3,2025,0,1,FY25-26,34
2025-08-20,20,Wednesday,8,August,3,2025,0,1,FY25-26,34
2025-08-21,21,Thursday,8,August,3,2025,0,1,FY25-26,34
2025-08-22,22,Friday,8,August,3,2025,0,1,FY25-26,34
2025-08-23,23,Saturday,8,August,3,2025,1,0,FY25-26,34
2025-08-24,24,Sunday,8,August,3,2025,1,0,FY25-26,34
2025-08-25,25,Monday,8,August,3,2025,0,1,FY25-26,35
2025-08-26,26,Tuesday,8,August,3,2025,0,1,FY25-26,35
2025-08-27,27,Wednesday,8,August,3,2025,0,1,FY25-26,35
2025-08-28,28,Thursday,8,August,3,2025,0,1,FY25-26,35
2025-08-29,29,Friday,8,August,3,2025,0,1,FY25-26,35
2025-08-30,30,Saturday,8,August,3,2025,1,0,FY25-26,35
2025-08-31,31,Sunday,8,August,3,2025,1,0,FY25-26,35
2025-09-01,1,Monday,9,September,3,2025,0,1,FY25-26,36
2025-09-02,2,Tuesday,9,September,3,2025,0,1,FY25-26,36
2025-09-03,3,Wednesday,9,September,3,2025,0,1,FY25-26,36
2025-09-04,4,Thursday,9,September,3,2025,0,1,FY25-26,36
2025-09-05,5,Friday,9,September,3,2025,0,1,FY25-26,36
2025-09-06,6,Saturday,9,September,3,2025,1,0,FY25-26,36
2025-09-07,7,Sunday,9,September,3,2025,1,0,FY25-26,36
2025-09-08,8,Monday,9,September,3,2025,0,1,FY25-26,37
2025-09-09,9,Tuesday,9,September,3,2025,0,1,FY25-26,37
2025-09-10,10,Wednesday,9,September,3,2025,0,1,FY25-26,37
2025-09-11,11,Thursday,9,September,3,2025,0,1,FY25-26,37
2025-09-12,12,Friday,9,September,3,2025,0,1,FY25-26,37
2025-09-13,13,Saturday,9,September,3,2025,1,0,FY25-26,37
2025-09-14,14,Sunday,9,September,3,2025,1,0,FY25-26,37
2025-09-15,15,Monday,9,September,3,2025,0,1,FY25-26,38
2025-09-16,16,Tuesday,9,September,3,2025,0,1,FY25-26,38
2025-09-17,17,Wednesday,9,September,3,2025,0,1,FY25-26,38
2025-09-18,18,Thursday,9,September,3,2025,0,1,FY25-26,38
2025-09-19,19,Friday,9,September,3,2025,0,1,FY25-26,38
2025-09-20,20,Saturday,9,September,3,2025,1,0,FY25-26,38
2025-09-21,21,Sunday,9,September,3,2025,1,0,FY25-26,38
2025-09-22,22,Monday,9,September,3,2025,0,1,FY25-26,39
2025-09-23,23,Tuesday,9,September,3,2025,0,1,FY25-26,39
2025-09-24,24,Wednesday,9,September,3,2025,0,1,FY25-26,39
2025-09-25,25,Thursday,9,September,3,2025,0,1,FY25-26,39
2025-09-26,26,Friday,9,September,3,2025,0,1,FY25-26,39
2025-09-27,27,Saturday,9,September,3,2025,1,0,FY25-26,39
2025-09-28,28,Sunday,9,September,3,2025,1,0,FY25-26,39
2025-09-29,29,Monday,9,September,3,2025,0,1,FY25-26,40
2025-09-30,30,Tuesday,9,September,3,2025,0,1,FY25-26,40
2025-10-01,1,Wednesday,10,October,4,2025,0,1,FY25-26,40
2025-10-02,2,Thursday,10,October,4,2025,0,1,FY25-26,40
2025-10-03,3,Friday,10,October,4,2025,0,1,FY25-26,40
2025-10-04,4,Saturday,10,October,4,2025,1,0,FY25-26,40
2025-10-05,5,Sunday,10,October,4,2025,1,0,FY25-26,40
2025-10-06,6,Monday,10,October,4,2025,0,1,FY25-26,41
2025-10-07,7,Tuesday,10,October,4,2025,0,1,FY25-26,41
2025-10-08,8,Wednesday,10,October,4,2025,0,1,FY25-26,41
2025-10-09,9,Thursday,10,October,4,2025,0,1,FY25-26,41
2025-10-10,10,Friday,10,October,4,2025,0,1,FY25-26,41
2025-10-11,11,Saturday,10,October,4,2025,1,0,FY25-26,41
2025-10-12,12,Sunday,10,October,4,2025,1,0,FY25-26,41
2025-10-13,13,Monday,10,October,4,2025,0,1,FY25-26,42
2025-10-14,14,Tuesday,10,October,4,2025,0,1,FY25-26,42
2025-10-15,15,Wednesday,10,October,4,2025,0,1,FY25-26,42
2025-10-16,16,Thursday,10,October,4,2025,0,1,FY25-26,42
2025-10-17,17,Friday,10,October,4,2025,0,1,FY25-26,42
2025-10-18,18,Saturday,10,October,4,2025,1,0,FY25-26,42
2025-10-19,19,Sunday,10,October,4,2025,1,0,FY25-26,42
2025-10-20,20,Monday,10,October,4,2025,0,1,FY25-26,43
2025-10-21,21,Tuesday,10,October,4,2025,0,1,FY25-26,43
2025-10-22,22,Wednesday,10,October,4,2025,0,1,FY25-26,43
2025-10-23,23,Thursday,10,October,4,2025,0,1,FY25-26,43
2025-10-24,24,Friday,10,October,4,2025,0,1,FY25-26,43
2025-10-25,25,Saturday,10,October,4,2025,1,0,FY25-26,43
2025-10-26,26,Sunday,10,October,4,2025,1,0,FY25-26,43
2025-10-27,27,Monday,10,October,4,2025,0,1,FY25-26,44
2025-10-28,28,Tuesday,10,October,4,2025,0,1,FY25-26,44
2025-10-29,29,Wednesday,10,October,4,2025,0,1,FY25-26,44
2025-10-30,30,Thursday,10,October,4,2025,0,1,FY25-26,44
2025-10-31,31,Friday,10,October,4,2025,0,1,FY25-26,44
2025-11-01,1,Saturday,11,November,4,2025,1,0,FY25-26,44
2025-11-02,2,Sunday,11,November,4,2025,1,0,FY25-26,44
2025-11-03,3,Monday,11,November,4,2025,0,1,FY25-26,45
2025-11-04,4,Tuesday,11,November,4,2025,0,1,FY25-26,45
2025-11-05,5,Wednesday,11,November,4,2025,0,1,FY25-26,45
2025-11-06,6,Thursday,11,November,4,2025,0,1,FY25-26,45
2025-11-07,7,Friday,11,November,4,2025,0,1,FY25-26,45
2025-11-08,8,Saturday,11,November,4,2025,1,0,FY25-26,45
2025-11-09,9,Sunday,11,November,4,2025,1,0,FY25-26,45
2025-11-10,10,Monday,11,November,4,2025,0,1,FY25-26,46
2025-11-11,11,Tuesday,11,November,4,2025,0,1,FY25-26,46
2025-11-12,12,Wednesday,11,November,4,2025,0,1,FY25-26,46
2025-11-13,13,Thursday,11,November,4,2025,0,1,FY25-26,46
2025-11-14,14,Friday,11,November,4,2025,0,1,FY25-26,46
2025-11-15,15,Saturday,11,November,4,2025,1,0,FY25-26,46
2025-11-16,16,Sunday,11,November,4,2025,1,0,FY25-26,46
2025-11-17,17,Monday,11,November,4,2025,0,1,FY25-26,47
2025-11-18,18,Tuesday,11,November,4,2025,0,1,FY25-26,47
2025-11-19,19,Wednesday,11,November,4,2025,0,1,FY25-26,47
2025-11-20,20,Thursday,11,November,4,2025,0,1,FY25-26,47
2025-11-21,21,Friday,11,November,4,2025,0,1,FY25-26,47
2025-11-22,22,Saturday,11,November,4,2025,1,0,FY25-26,47
2025-11-23,23,Sunday,11,November,4,2025,1,0,FY25-26,47
2025-11-24,24,Monday,11,November,4,2025,0,1,FY25-26,48
2025-11-25,25,Tuesday,11,November,4,2025,0,1,FY25-26,48
2025-11-26,26,Wednesday,11,November,4,2025,0,1,FY25-26,48
2025-11-27,27,Thursday,11,November,4,2025,0,1,FY25-26,48
2025-11-28,28,Friday,11,November,4,2025,0,1,FY25-26,48
2025-11-29,29,Saturday,11,November,4,2025,1,0,FY25-26,48
2025-11-30,30,Sunday,11,November,4,2025,1,0,FY25-26,48
2025-12-01,1,Monday,12,December,4,2025,0,1,FY25-26,49
2025-12-02,2,Tuesday,12,December,4,2025,0,1,FY25-26,49
2025-12-03,3,Wednesday,12,December,4,2025,0,1,FY25-26,49
2025-12-04,4,Thursday,12,December,4,2025,0,1,FY25-26,49
2025-12-05,5,Friday,12,December,4,2025,0,1,FY25-26,49
2025-12-06,6,Saturday,12,December,4,2025,1,0,FY25-26,49
2025-12-07,7,Sunday,12,December,4,2025,1,0,FY25-26,49
2025-12-08,8,Monday,12,December,4,2025,0,1,FY25-26,50
2025-12-09,9,Tuesday,12,December,4,2025,0,1,FY25-26,50
2025-12-10,10,Wednesday,12,December,4,2025,0,1,FY25-26,50
2025-12-11,11,Thursday,12,December,4,2025,0,1,FY25-26,50
2025-12-12,12,Friday,12,December,4,2025,0,1,FY25-26,50
2025-12-13,13,Saturday,12,December,4,2025,1,0,FY25-26,50
2025-12-14,14,Sunday,12,December,4,2025,1,0,FY25-26,50
2025-12-15,15,Monday,12,December,4,2025,0,1,FY25-26,51
2025-12-16,16,Tuesday,12,December,4,2025,0,1,FY25-26,51
2025-12-17,17,Wednesday,12,December,4,2025,0,1,FY25-26,51
2025-12-18,18,Thursday,12,December,4,2025,0,1,FY25-26,51
2025-12-19,19,Friday,12,December,4,2025,0,1,FY25-26,51
2025-12-20,20,Saturday,12,December,4,2025,1,0,FY25-26,51
2025-12-21,21,Sunday,12,December,4,2025,1,0,FY25-26,51
2025-12-22,22,Monday,12,December,4,2025,0,1,FY25-26,52
2025-12-23,23,Tuesday,12,December,4,2025,0,1,FY25-26,52
2025-12-24,24,Wednesday,12,December,4,2025,0,1,FY25-26,52
2025-12-25,25,Thursday,12,December,4,2025,0,1,FY25-26,52
2025-12-26,26,Friday,12,December,4,2025,0,1,FY25-26,52
2025-12-27,27,Saturday,12,December,4,2025,1,0,FY25-26,52
2025-12-28,28,Sunday,12,December,4,2025,1,0,FY25-26,52
2025-12-29,29,Monday,12,December,4,2025,0,1,FY25-26,1
2025-12-30,30,Tuesday,12,December,4,2025,0,1,FY25-26,1
2025-12-31,31,Wednesday,12,December,4,2025,0,1,FY25-26,1
