payment_id,order_id,customer_id,payment_date,payment_amount,payment_method,payment_status,transaction_ref
535447,35447,3276,2024-05-29,663450.47,Debit Card,SUCCESS,TXN2062792347
597311,97311,682,2024-05-28,1623845.96,NEFT/RTGS,SUCCESS,TXN1351952860
597531,97531,4026,2024-05-28,537773.9,Net Banking,SUCCESS,TXN7839265567
571220,71220,3550,2024-05-29,77200.46,UPI,SUCCESS,TXN1394589607
545087,45087,4888,2024-05-29,198203.89,Wallet,SUCCESS,TXN8921498135
589129,89129,4914,2024-05-29,116309.07,NEFT/RTGS,SUCCESS,TXN5242162290
559497,59497,2334,2024-05-28,717440.27,NEFT/RTGS,SUCCESS,TXN5222388699
555878,55878,3292,2024-05-28,862442.92,Net Banking,SUCCESS,TXN4875105701
511435,11435,2247,2024-05-28,894966.45,Net Banking,SUCCESS,TXN4338945740
561614,61614,2823,2024-05-29,41410.69,Debit Card,SUCCESS,TXN4011669838
583272,83272,4804,2024-05-29,1161404.78,Wallet,SUCCESS,TXN3668338165
554974,54974,3518,2024-05-29,119420.02,UPI,SUCCESS,TXN9180722577
524960,24960,3548,2024-05-29,141945.78,Debit Card,SUCCESS,TXN3857659048
570094,70094,4586,2024-05-29,221205.03,Wallet,SUCCESS,TXN2773300205
515195,15195,981,2024-05-29,434737.64,Debit Card,SUCCESS,TXN3692491548
592508,92508,2143,2024-05-28,776694.03,UPI,SUCCESS,TXN8185003010
501729,1729,79,2024-05-29,396732.9,NEFT/RTGS,SUCCESS,TXN4227268095
585443,85443,4332,2024-05-29,153863.93,Wallet,SUCCESS,TXN8594507902
558735,58735,4607,2024-05-28,158930.59,Wallet,SUCCESS,TXN3798000527
569650,69650,1353,2024-05-29,1221858.82,UPI,SUCCESS,TXN7329352720
595499,95499,2847,2024-05-28,187074.21,Wallet,SUCCESS,TXN5662791002
543021,43021,1939,2024-05-28,154382.33,UPI,SUCCESS,TXN4021124660
585664,85664,4185,2024-05-29,953013.94,UPI,SUCCESS,TXN6666784644
530694,30694,925,2024-05-28,1108459.3,UPI,SUCCESS,TXN7151701043
581284,81284,3089,2024-05-28,372868.43,Wallet,SUCCESS,TXN6414908179
556286,56286,2270,2024-05-29,1236353.5,Net Banking,SUCCESS,TXN1321620786
525648,25648,1347,2024-05-29,426408.23,UPI,SUCCESS,TXN5616245591
519861,19861,3782,2024-05-28,123127.88,Net Banking,SUCCESS,TXN7132366933
544221,44221,4003,2024-05-29,13650.75,Debit Card,SUCCESS,TXN1356731776
589584,89584,3906,2024-05-28,16529.27,UPI,SUCCESS,TXN4194973580
521727,21727,2046,2024-05-29,330067.45,Wallet,SUCCESS,TXN4889683774
574553,74553,715,2024-05-29,678325.83,UPI,SUCCESS,TXN3769660246
549585,49585,465,2024-05-29,3501.13,Wallet,SUCCESS,TXN8736869218
546931,46931,731,2024-05-28,607082.31,UPI,SUCCESS,TXN2984521044
512224,12224,3550,2024-05-29,59762.23,NEFT/RTGS,SUCCESS,TXN3595715507
508511,8511,3154,2024-05-28,397840.5,Debit Card,SUCCESS,TXN9861051199
549970,49970,1328,2024-05-28,1217580.35,Wallet,SUCCESS,TXN4408004173
510939,10939,1021,2024-05-29,367381.07,UPI,SUCCESS,TXN6512748511
528588,28588,1389,2024-05-28,1036035.63,Wallet,SUCCESS,TXN1710807566
549228,49228,789,2024-05-29,1660402.18,NEFT/RTGS,SUCCESS,TXN4259442557
591874,91874,2444,2024-05-29,479447.0,Wallet,SUCCESS,TXN8379584651
599451,99451,4288,2024-05-28,1301914.19,UPI,SUCCESS,TXN8843151160
592976,92976,1444,2024-05-28,91510.34,UPI,SUCCESS,TXN1423802320
546013,46013,1328,2024-05-29,805551.25,NEFT/RTGS,SUCCESS,TXN8262746793
536983,36983,4901,2024-05-30,1030823.34,Debit Card,SUCCESS,TXN2755179606
562999,62999,1741,2024-05-29,977808.45,NEFT/RTGS,SUCCESS,TXN3541579515
540260,40260,488,2024-05-30,4289.22,Wallet,SUCCESS,TXN9382115640
521883,21883,3797,2024-05-30,71422.95,UPI,SUCCESS,TXN4894270697
528155,28155,1884,2024-05-29,841423.38,Wallet,SUCCESS,TXN1232105645
519622,19622,812,2024-05-30,21175.65,Net Banking,SUCCESS,TXN1198989885
560777,60777,3761,2024-05-30,558976.7,UPI,SUCCESS,TXN2881905891
537789,37789,280,2024-05-29,861058.26,Wallet,SUCCESS,TXN3806543556
543071,43071,1328,2024-05-30,1542830.58,Net Banking,SUCCESS,TXN2946089128
503805,3805,1939,2024-05-29,1024458.66,Debit Card,SUCCESS,TXN9623500964
529312,29312,533,2024-05-30,307673.63,UPI,SUCCESS,TXN8766895563
506567,6567,2831,2024-05-29,333825.23,Wallet,REFUNDED,TXN2159349910
565985,65985,1532,2024-05-30,883073.94,UPI,SUCCESS,TXN2674218438
595516,95516,942,2024-05-30,402779.6,NEFT/RTGS,SUCCESS,TXN5131829129
547880,47880,4734,2024-05-30,468366.34,Wallet,SUCCESS,TXN2991663726
595171,95171,4616,2024-05-29,453779.59,Debit Card,SUCCESS,TXN6361377170
554479,54479,2639,2024-05-30,775909.23,Debit Card,SUCCESS,TXN2305357832
530329,30329,1518,2024-05-29,38953.07,UPI,SUCCESS,TXN1795107565
528353,28353,3550,2024-05-29,514323.27,Debit Card,SUCCESS,TXN2488455516
532334,32334,4762,2024-05-30,505373.01,Net Banking,SUCCESS,TXN7331274109
575969,75969,1518,2024-05-30,4177.7,Net Banking,SUCCESS,TXN7671013826
578317,78317,1716,2024-05-30,579517.56,NEFT/RTGS,SUCCESS,TXN8901315432
579487,79487,3550,2024-05-29,147926.66,NEFT/RTGS,SUCCESS,TXN3734949513
526770,26770,3957,2024-05-29,683767.22,UPI,SUCCESS,TXN6204100625
581165,81165,1663,2024-05-29,528701.4,NEFT/RTGS,SUCCESS,TXN7123838226
588112,88112,3520,2024-05-29,310260.95,Net Banking,SUCCESS,TXN7316123429
524826,24826,550,2024-05-30,1260285.28,NEFT/RTGS,SUCCESS,TXN3842840747
505558,5558,257,2024-05-29,94865.31,UPI,SUCCESS,TXN8420279280
576867,76867,483,2024-05-30,880047.59,Net Banking,SUCCESS,TXN7767333950
572940,72940,1616,2024-05-30,13395.02,NEFT/RTGS,FAILED,TXN6210926165
546003,46003,3550,2024-05-29,124090.79,UPI,SUCCESS,TXN9107147706
566116,66116,1594,2024-05-30,1182366.14,Debit Card,SUCCESS,TXN4519641966
576313,76313,2564,2024-05-29,878357.26,NEFT/RTGS,SUCCESS,TXN4802854300
534752,34752,4558,2024-05-30,782208.61,Net Banking,SUCCESS,TXN9115525263
506408,6408,2609,2024-05-30,12192.74,Wallet,SUCCESS,TXN8999125518
549296,49296,533,2024-05-29,499591.27,Wallet,SUCCESS,TXN2635792943
582567,82567,4411,2024-05-30,235414.36,UPI,SUCCESS,TXN8064083148
501122,1122,1888,2024-05-30,141354.27,Wallet,SUCCESS,TXN7675568140
594851,94851,230,2024-05-30,172597.93,Wallet,SUCCESS,TXN2755081208
579219,79219,2609,2024-05-30,297196.28,UPI,SUCCESS,TXN2328960464
506032,6032,1297,2024-05-29,304659.97,Wallet,SUCCESS,TXN6105485177
518997,18997,73,2024-05-30,1536590.94,Wallet,SUCCESS,TXN4293810727
569904,69904,2162,2024-05-30,221437.66,Debit Card,SUCCESS,TXN3389397023
534374,34374,3885,2024-05-30,67125.04,Debit Card,SUCCESS,TXN4440745630
503114,3114,3576,2024-05-29,863139.26,UPI,SUCCESS,TXN1859419525
567750,67750,743,2024-05-30,933744.74,Wallet,SUCCESS,TXN3835373983
538820,38820,1567,2024-05-29,350994.58,Debit Card,FAILED,TXN3474934615
540154,40154,3887,2024-05-30,125594.89,Wallet,SUCCESS,TXN3158184776
582066,82066,1389,2024-05-30,564385.56,Net Banking,SUCCESS,TXN8016486793
522133,22133,292,2024-05-30,134921.49,NEFT/RTGS,SUCCESS,TXN4753878415
583307,83307,2444,2024-05-29,452138.51,Wallet,SUCCESS,TXN1142252321
578382,78382,3926,2024-05-29,377864.27,Net Banking,SUCCESS,TXN5162562544
566975,66975,2090,2024-05-30,215041.29,UPI,SUCCESS,TXN1936254498
561074,61074,1328,2024-05-29,256506.31,UPI,SUCCESS,TXN9968872152
500519,519,4052,2024-05-30,30132.12,NEFT/RTGS,SUCCESS,TXN3413947035
523690,23690,3013,2024-05-30,470559.65,Debit Card,SUCCESS,TXN4389053310
571843,71843,4556,2024-05-29,1231586.26,Wallet,SUCCESS,TXN7848503724
519998,19998,31,2024-05-30,1030962.48,NEFT/RTGS,SUCCESS,TXN2682958360
578146,78146,4926,2024-05-30,542.09,Debit Card,SUCCESS,TXN2649962934
598511,98511,2417,2024-05-29,1767081.3,UPI,FAILED,TXN2682162438
562624,62624,2649,2024-05-30,1907975.65,Net Banking,SUCCESS,TXN7569005120
598495,98495,4822,2024-05-30,79062.14,NEFT/RTGS,SUCCESS,TXN2224447743
561906,61906,4523,2024-05-30,185731.17,Debit Card,SUCCESS,TXN8272210730
512196,12196,2247,2024-05-30,446306.42,NEFT/RTGS,SUCCESS,TXN2878354772
570417,70417,701,2024-05-29,1078863.77,Wallet,SUCCESS,TXN3665119864
556341,56341,4925,2024-05-30,301888.55,UPI,SUCCESS,TXN7697445988
585170,85170,1613,2024-05-30,267584.58,UPI,SUCCESS,TXN7077437761
564678,64678,847,2024-05-29,1024527.99,Net Banking,SUCCESS,TXN7157140007
585717,85717,195,2024-05-30,224465.36,Net Banking,SUCCESS,TXN8347576081
597332,97332,2795,2024-05-29,206908.28,NEFT/RTGS,SUCCESS,TXN3373002778
543564,43564,1674,2024-05-29,424162.82,Net Banking,SUCCESS,TXN1669582835
509072,9072,3247,2024-05-30,460489.81,Net Banking,SUCCESS,TXN3633716647
563140,63140,1798,2024-05-30,724372.73,UPI,SUCCESS,TXN2729617412
556232,56232,2167,2024-05-29,56152.98,Net Banking,SUCCESS,TXN5108052425
515242,15242,4984,2024-05-30,859463.48,UPI,SUCCESS,TXN8138215028
595840,95840,1827,2024-05-30,403458.46,UPI,SUCCESS,TXN3389455111
576202,76202,1153,2024-05-30,295523.55,NEFT/RTGS,FAILED,TXN9989714795
596541,96541,4315,2024-05-29,625904.18,NEFT/RTGS,SUCCESS,TXN4551814335
581605,81605,850,2024-05-29,47405.2,Debit Card,SUCCESS,TXN7303866690
579330,79330,4624,2024-05-29,79254.66,Wallet,SUCCESS,TXN5068657484
593762,93762,1786,2024-05-30,782881.3,Wallet,SUCCESS,TXN5999354902
532632,32632,3550,2024-05-29,1743.38,Debit Card,SUCCESS,TXN5463836848
572739,72739,4332,2024-05-29,258190.46,UPI,SUCCESS,TXN4221350304
529943,29943,360,2024-05-29,270233.39,NEFT/RTGS,SUCCESS,TXN3619148169
596537,96537,1055,2024-05-30,31133.68,Debit Card,SUCCESS,TXN5318744867
525350,25350,292,2024-05-30,192986.65,Wallet,SUCCESS,TXN7497982514
544446,44446,1960,2024-05-30,478294.64,Net Banking,SUCCESS,TXN6026292258
594841,94841,4315,2024-05-30,140678.28,NEFT/RTGS,SUCCESS,TXN4030667095
502936,2936,3078,2024-05-29,840707.54,Debit Card,SUCCESS,TXN1038685679
537150,37150,4274,2024-05-29,19176.34,Wallet,SUCCESS,TXN4522133000
529440,29440,2609,2024-05-30,3029.09,Wallet,SUCCESS,TXN1574489789
514822,14822,1988,2024-05-29,87081.53,NEFT/RTGS,SUCCESS,TXN4668860136
550866,50866,3550,2024-05-29,1094609.98,Debit Card,SUCCESS,TXN3225455408
522423,22423,503,2024-05-30,175748.67,NEFT/RTGS,SUCCESS,TXN7858161098
544870,44870,161,2024-05-30,1362265.33,NEFT/RTGS,SUCCESS,TXN5941481517
554640,54640,2919,2024-05-29,50589.68,Debit Card,SUCCESS,TXN3904166278
588468,88468,3207,2024-05-29,15477.24,NEFT/RTGS,SUCCESS,TXN4258541153
585157,85157,1733,2024-05-29,264833.59,NEFT/RTGS,SUCCESS,TXN2960914997
559028,59028,3521,2024-05-29,233379.36,UPI,SUCCESS,TXN3522591088
507703,7703,1445,2024-05-29,1861333.09,NEFT/RTGS,SUCCESS,TXN6250738007
518161,18161,1444,2024-05-30,306483.48,UPI,SUCCESS,TXN1784615532
599261,99261,970,2024-05-29,613889.21,NEFT/RTGS,SUCCESS,TXN3959674260
541720,41720,2244,2024-05-30,270734.86,UPI,SUCCESS,TXN8573588884
573405,73405,3916,2024-05-29,1445220.36,Wallet,REFUNDED,TXN8222419679
595397,95397,3782,2024-05-30,419668.59,Debit Card,FAILED,TXN5327245415
548007,48007,4583,2024-05-29,39273.47,Wallet,SUCCESS,TXN5648218999
525591,25591,4583,2024-05-29,407522.66,Wallet,SUCCESS,TXN5873164741
565291,65291,1939,2024-05-29,362551.32,UPI,SUCCESS,TXN8207527466
554829,54829,523,2024-05-30,937767.85,Debit Card,SUCCESS,TXN7783061306
574833,74833,4540,2024-05-30,522385.33,Debit Card,SUCCESS,TXN3842562412
517500,17500,4956,2024-05-30,1001888.71,Net Banking,SUCCESS,TXN1916515103
569575,69575,3994,2024-05-29,34934.41,Net Banking,SUCCESS,TXN1577619455
579026,79026,4544,2024-05-29,659238.92,NEFT/RTGS,SUCCESS,TXN1220180543
508184,8184,3603,2024-05-29,1295733.06,NEFT/RTGS,SUCCESS,TXN2087844617
523707,23707,1616,2024-05-29,628610.96,NEFT/RTGS,SUCCESS,TXN8263776591
544997,44997,4901,2024-05-30,1027324.68,Debit Card,SUCCESS,TXN1347846701
589860,89860,3084,2024-05-29,461617.22,NEFT/RTGS,SUCCESS,TXN6729989646
543432,43432,3550,2024-05-29,378267.67,Debit Card,SUCCESS,TXN4537248322
568163,68163,3231,2024-05-29,189131.05,Net Banking,SUCCESS,TXN9518444248
549221,49221,3782,2024-05-29,667753.47,Net Banking,SUCCESS,TXN5465799266
549870,49870,1821,2024-05-29,845876.76,Wallet,SUCCESS,TXN3704072985
519070,19070,2661,2024-05-30,3897.61,NEFT/RTGS,SUCCESS,TXN4237791716
547566,47566,2681,2024-05-30,349860.49,Debit Card,SUCCESS,TXN7146771229
534175,34175,4381,2024-05-29,199144.07,Debit Card,SUCCESS,TXN2646472085
528158,28158,88,2024-05-30,134944.55,Debit Card,SUCCESS,TXN6202861852
597949,97949,966,2024-05-30,134943.83,UPI,SUCCESS,TXN7813821809
581591,81591,3550,2024-05-30,345285.34,Net Banking,SUCCESS,TXN7353582109
583107,83107,3685,2024-05-31,61162.19,Debit Card,SUCCESS,TXN8406036337
577996,77996,4193,2024-05-30,587013.66,NEFT/RTGS,SUCCESS,TXN2192186969
555687,55687,1389,2024-05-31,1014301.15,Wallet,SUCCESS,TXN3261802677
584437,84437,1023,2024-05-31,79619.39,Net Banking,SUCCESS,TXN8491477526
501046,1046,789,2024-05-31,544377.3,UPI,SUCCESS,TXN5872351075
559207,59207,1837,2024-05-30,346349.2,Net Banking,SUCCESS,TXN4251000340
521547,21547,4495,2024-05-30,685029.12,NEFT/RTGS,SUCCESS,TXN8001009822
515652,15652,1827,2024-05-30,311217.53,UPI,SUCCESS,TXN8669853019
556747,56747,1616,2024-05-31,96576.06,NEFT/RTGS,SUCCESS,TXN1438123133
535196,35196,4985,2024-05-31,20001.05,Wallet,SUCCESS,TXN8407420475
514838,14838,3003,2024-05-30,94035.04,Net Banking,SUCCESS,TXN4221318000
504069,4069,4952,2024-05-30,292053.98,NEFT/RTGS,SUCCESS,TXN4590889160
558582,58582,2609,2024-05-30,506686.31,UPI,SUCCESS,TXN2186053138
527171,27171,3550,2024-05-30,41907.21,NEFT/RTGS,SUCCESS,TXN9934894374
595874,95874,1807,2024-05-31,252912.36,NEFT/RTGS,SUCCESS,TXN8276210796
526835,26835,1141,2024-05-30,727839.09,UPI,SUCCESS,TXN3083250971
519735,19735,3104,2024-05-31,498066.03,Wallet,SUCCESS,TXN1410280661
560448,60448,659,2024-05-30,129838.39,NEFT/RTGS,SUCCESS,TXN3055765670
591433,91433,3550,2024-05-30,230161.33,Wallet,SUCCESS,TXN3914025909
596250,96250,2989,2024-05-30,324414.63,NEFT/RTGS,SUCCESS,TXN1224505158
554767,54767,787,2024-05-31,476884.77,Net Banking,SUCCESS,TXN8842920232
501653,1653,227,2024-05-30,1290443.56,Net Banking,SUCCESS,TXN9500650156
537602,37602,732,2024-05-30,151701.61,Debit Card,SUCCESS,TXN2238228957
584348,84348,2699,2024-05-30,103912.85,UPI,SUCCESS,TXN9318611709
523822,23822,4486,2024-05-30,112826.25,UPI,SUCCESS,TXN6806772741
510595,10595,4604,2024-05-30,391289.16,UPI,SUCCESS,TXN9771638891
500797,797,4986,2024-05-31,41581.67,UPI,SUCCESS,TXN4155646025
528944,28944,2639,2024-05-30,484394.65,UPI,SUCCESS,TXN3530621625
577631,77631,331,2024-05-30,1726896.76,Debit Card,SUCCESS,TXN2242866539
513646,13646,1401,2024-05-30,1348476.63,Wallet,SUCCESS,TXN7391946837
571636,71636,280,2024-05-31,128734.69,NEFT/RTGS,SUCCESS,TXN7029951491
598451,98451,1,2024-05-30,678075.63,UPI,SUCCESS,TXN2404638691
524440,24440,1169,2024-05-30,179135.94,Debit Card,SUCCESS,TXN9838864930
551141,51141,1894,2024-05-30,105406.25,UPI,SUCCESS,TXN7750482469
505148,5148,2580,2024-05-31,163999.93,Net Banking,SUCCESS,TXN9141921241
570040,70040,3800,2024-05-30,17711.85,UPI,FAILED,TXN6040582842
537380,37380,3014,2024-05-31,453141.77,Wallet,SUCCESS,TXN8886976857
514546,14546,80,2024-05-30,955154.75,NEFT/RTGS,SUCCESS,TXN7633635137
526461,26461,4901,2024-05-31,172961.41,Wallet,SUCCESS,TXN3363401606
520860,20860,2772,2024-05-31,831592.74,Net Banking,SUCCESS,TXN1600338020
551620,51620,3906,2024-05-31,3291.24,UPI,SUCCESS,TXN4504044992
597864,97864,1529,2024-05-31,124017.35,Net Banking,SUCCESS,TXN5762156513
550369,50369,354,2024-05-30,477661.32,Wallet,SUCCESS,TXN3024966691
587494,87494,1148,2024-05-30,168076.39,Debit Card,SUCCESS,TXN9610087101
549951,49951,4179,2024-05-30,68755.08,NEFT/RTGS,SUCCESS,TXN9843635739
588564,88564,3550,2024-05-30,861857.62,NEFT/RTGS,SUCCESS,TXN5650335416
552381,52381,3964,2024-05-31,1532813.96,Wallet,SUCCESS,TXN1730738901
578217,78217,4976,2024-05-31,1123524.06,UPI,SUCCESS,TXN9474791724
503285,3285,4616,2024-05-30,875031.74,NEFT/RTGS,SUCCESS,TXN5230521545
568894,68894,39,2024-05-31,11426.38,Debit Card,SUCCESS,TXN2196115377
583148,83148,3655,2024-05-31,33999.71,Net Banking,SUCCESS,TXN7415149618
530793,30793,4332,2024-05-30,834917.55,Debit Card,SUCCESS,TXN7219227185
572201,72201,1821,2024-05-30,480360.82,Net Banking,SUCCESS,TXN7285965825
521650,21650,4942,2024-05-31,873715.48,Wallet,SUCCESS,TXN9347840055
590990,90990,4763,2024-05-30,1230183.09,Debit Card,REFUNDED,TXN3397494956
555479,55479,2334,2024-05-30,703906.78,Net Banking,SUCCESS,TXN1179931303
512257,12257,1253,2024-05-30,1162007.01,Net Banking,SUCCESS,TXN5822241861
576099,76099,4750,2024-05-30,373674.4,NEFT/RTGS,SUCCESS,TXN3517763698
538224,38224,1399,2024-05-31,738813.56,UPI,SUCCESS,TXN9541397596
552315,52315,287,2024-05-30,1630728.2,Debit Card,SUCCESS,TXN4906026495
590241,90241,2972,2024-05-30,1051295.07,Wallet,SUCCESS,TXN8107119004
577781,77781,383,2024-05-30,1526399.19,Net Banking,SUCCESS,TXN2999456451
515222,15222,2814,2024-05-31,53968.97,NEFT/RTGS,SUCCESS,TXN2962398153
521838,21838,4682,2024-05-30,100051.71,NEFT/RTGS,REFUNDED,TXN9912526444
502808,2808,1608,2024-05-30,782557.28,NEFT/RTGS,SUCCESS,TXN9548645389
578116,78116,533,2024-05-30,611839.85,Debit Card,SUCCESS,TXN3826121881
577363,77363,25,2024-05-31,722559.51,Wallet,SUCCESS,TXN6032019997
558417,58417,2100,2024-05-30,1412367.96,Wallet,SUCCESS,TXN4394006852
565857,65857,2420,2024-05-30,1566078.07,Debit Card,SUCCESS,TXN4306468948
532672,32672,2183,2024-05-30,1465865.74,Debit Card,SUCCESS,TXN3240589176
569739,69739,3444,2024-05-31,1780072.91,Wallet,SUCCESS,TXN4590957585
551536,51536,4708,2024-05-30,243139.63,UPI,SUCCESS,TXN6409284718
546920,46920,4185,2024-05-31,1412249.22,NEFT/RTGS,SUCCESS,TXN1968298282
583167,83167,1328,2024-05-30,295782.39,UPI,SUCCESS,TXN1046004653
577102,77102,488,2024-05-31,324581.51,Debit Card,SUCCESS,TXN6086942705
597094,97094,1389,2024-05-31,159760.33,Wallet,SUCCESS,TXN3280774267
514775,14775,970,2024-05-31,574696.03,UPI,SUCCESS,TXN1398986706
598308,98308,4723,2024-05-30,785382.18,UPI,SUCCESS,TXN2596274075
569903,69903,3550,2024-05-30,772281.15,Wallet,SUCCESS,TXN3892010803
559850,59850,2609,2024-05-31,442716.81,Net Banking,SUCCESS,TXN2115641834
571145,71145,313,2024-05-30,267218.32,UPI,SUCCESS,TXN2403410788
536004,36004,929,2024-05-31,36240.91,Net Banking,SUCCESS,TXN8312872618
539431,39431,3208,2024-05-30,1246735.79,NEFT/RTGS,REFUNDED,TXN4066319073
586953,86953,860,2024-05-31,770710.85,NEFT/RTGS,SUCCESS,TXN8384678433
579876,79876,1739,2024-05-30,32150.5,UPI,SUCCESS,TXN2677116396
566327,66327,1356,2024-05-31,111207.37,Wallet,FAILED,TXN3533013587
528340,28340,2484,2024-05-31,345471.13,NEFT/RTGS,SUCCESS,TXN6049164723
546183,46183,1059,2024-05-30,37400.08,NEFT/RTGS,SUCCESS,TXN6011897313
515948,15948,3835,2024-05-31,518797.46,Debit Card,FAILED,TXN9548564033
559169,59169,2545,2024-05-31,857549.27,Net Banking,SUCCESS,TXN4749804866
505884,5884,3576,2024-05-31,233701.97,Wallet,SUCCESS,TXN2703074826
526125,26125,1616,2024-05-30,306540.09,UPI,SUCCESS,TXN2148393374
554477,54477,3550,2024-05-31,898616.8,UPI,SUCCESS,TXN4323183682
576245,76245,3581,2024-05-31,36868.12,Wallet,SUCCESS,TXN2849717507
521546,21546,1527,2024-05-31,295287.41,Debit Card,SUCCESS,TXN5210027122
555813,55813,2609,2024-05-30,1190318.15,UPI,SUCCESS,TXN3455952497
566795,66795,3105,2024-05-30,1251875.08,Wallet,SUCCESS,TXN2911729640
566026,66026,4523,2024-05-30,1233039.53,Debit Card,SUCCESS,TXN6729814780
590139,90139,622,2024-05-31,337600.23,NEFT/RTGS,SUCCESS,TXN9833542171
597680,97680,2573,2024-05-31,1275801.95,UPI,SUCCESS,TXN8498581724
534529,34529,1307,2024-05-31,6750.67,NEFT/RTGS,SUCCESS,TXN7559932973
558497,58497,1295,2024-05-31,1057025.95,Debit Card,SUCCESS,TXN8913943787
562316,62316,1948,2024-06-01,95411.05,Debit Card,SUCCESS,TXN7020327177
547251,47251,1805,2024-05-31,875271.45,UPI,SUCCESS,TXN5631844186
526950,26950,1658,2024-05-31,442116.7,UPI,SUCCESS,TXN2257064247
510551,10551,2609,2024-05-31,653035.11,Wallet,SUCCESS,TXN2899820455
509009,9009,850,2024-05-31,48476.93,Debit Card,SUCCESS,TXN6344209942
580253,80253,4681,2024-05-31,420443.84,Debit Card,SUCCESS,TXN7448567347
550135,50135,2714,2024-06-01,501954.77,Wallet,SUCCESS,TXN5852818589
506051,6051,3909,2024-06-01,1592899.29,Wallet,REFUNDED,TXN3879591462
532170,32170,4823,2024-06-01,1117839.66,Debit Card,SUCCESS,TXN1908267595
595645,95645,1125,2024-05-31,472227.54,NEFT/RTGS,SUCCESS,TXN3103341812
550465,50465,1867,2024-05-31,207704.06,NEFT/RTGS,SUCCESS,TXN9915280005
582791,82791,3976,2024-05-31,2220.61,NEFT/RTGS,REFUNDED,TXN9505026158
596592,96592,1328,2024-06-01,1034393.34,Debit Card,SUCCESS,TXN9868734413
591103,91103,2669,2024-06-01,998658.64,Debit Card,SUCCESS,TXN6497663831
534263,34263,1032,2024-05-31,232199.46,NEFT/RTGS,SUCCESS,TXN4665938004
533273,33273,2919,2024-06-01,166146.37,NEFT/RTGS,SUCCESS,TXN2599821768
596682,96682,2282,2024-06-01,593877.48,Debit Card,SUCCESS,TXN2052389699
566777,66777,4052,2024-06-01,803431.99,NEFT/RTGS,SUCCESS,TXN8868624907
537761,37761,2858,2024-05-31,647876.23,Debit Card,SUCCESS,TXN8287410854
500174,174,4332,2024-06-01,214246.79,Debit Card,SUCCESS,TXN2006137507
525306,25306,200,2024-06-01,263426.68,Debit Card,SUCCESS,TXN4908884234
539851,39851,1152,2024-06-01,430329.03,UPI,SUCCESS,TXN6960598035
571232,71232,1733,2024-05-31,220209.03,UPI,SUCCESS,TXN9227895295
543418,43418,3550,2024-05-31,642557.69,NEFT/RTGS,SUCCESS,TXN2988656168
524972,24972,3682,2024-06-01,893241.95,NEFT/RTGS,SUCCESS,TXN4336292736
517728,17728,1444,2024-05-31,369360.17,Wallet,SUCCESS,TXN3340476290
595992,95992,1790,2024-05-31,1359013.14,UPI,SUCCESS,TXN6447477654
527403,27403,3860,2024-05-31,1283398.3,NEFT/RTGS,SUCCESS,TXN2572399696
525334,25334,1042,2024-06-01,1819496.95,Wallet,SUCCESS,TXN3314836560
504257,4257,4036,2024-06-01,1613502.91,UPI,SUCCESS,TXN1713198339
536389,36389,2842,2024-06-01,398878.86,NEFT/RTGS,SUCCESS,TXN8032327806
530611,30611,4615,2024-06-01,142744.85,NEFT/RTGS,SUCCESS,TXN6879679856
577433,77433,732,2024-05-31,234967.91,UPI,SUCCESS,TXN9973458074
529609,29609,844,2024-05-31,812446.13,Net Banking,SUCCESS,TXN9757896322
591357,91357,3068,2024-05-31,1021012.43,Debit Card,SUCCESS,TXN5118671571
534636,34636,2382,2024-06-01,10104.79,Wallet,SUCCESS,TXN8722137780
510419,10419,31,2024-05-31,50142.5,Net Banking,SUCCESS,TXN4684794677
586885,86885,1444,2024-05-31,591379.82,Net Banking,SUCCESS,TXN7029480059
588999,88999,1515,2024-05-31,1163943.76,UPI,SUCCESS,TXN2899872709
554051,54051,1674,2024-06-01,646097.99,UPI,SUCCESS,TXN1266442775
562086,62086,1829,2024-06-01,112664.51,Net Banking,SUCCESS,TXN3967131301
503817,3817,4625,2024-05-31,538846.43,NEFT/RTGS,SUCCESS,TXN2112181213
542729,42729,2989,2024-05-31,667457.47,NEFT/RTGS,SUCCESS,TXN1904736138
589514,89514,2823,2024-05-31,179623.7,UPI,SUCCESS,TXN6520692986
580842,80842,1821,2024-06-01,1676357.32,Wallet,SUCCESS,TXN7103630183
566603,66603,3650,2024-05-31,326513.76,Wallet,SUCCESS,TXN9444993557
592717,92717,456,2024-05-31,148039.05,UPI,SUCCESS,TXN7230103321
572743,72743,3266,2024-05-31,137774.82,UPI,SUCCESS,TXN1260530585
560802,60802,4933,2024-05-31,165087.4,UPI,SUCCESS,TXN3126844437
571522,71522,3276,2024-06-01,1036112.21,UPI,SUCCESS,TXN8888969743
540753,40753,1919,2024-06-01,311025.7,Net Banking,SUCCESS,TXN3952358389
569005,69005,2219,2024-06-01,134753.2,Net Banking,SUCCESS,TXN4799850108
596949,96949,3550,2024-06-01,636846.63,Debit Card,SUCCESS,TXN5695638814
557101,57101,2609,2024-05-31,527850.82,UPI,SUCCESS,TXN6302873743
592405,92405,1823,2024-06-01,278391.25,UPI,SUCCESS,TXN3739610380
569172,69172,456,2024-05-31,1180506.89,Net Banking,SUCCESS,TXN5847188293
509305,9305,1413,2024-05-31,578027.39,Wallet,SUCCESS,TXN4359551315
595637,95637,2782,2024-05-31,991688.53,Wallet,SUCCESS,TXN8188966968
